I_D,FLAG_TSUNA,YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,FOCAL_DEPT,EQ_PRIMARY,EQ_MAG_MW,EQ_MAG_MS,EQ_MAG_MB,EQ_MAG_ML,EQ_MAG_MFA,EQ_MAG_UNK,INTENSITY,COUNTRY,STATE,LOCATION_N,LATITUDE,LONGITUDE,REGION_COD,DEATHS,DEATHS_DES,MISSING,MISSING_DE,INJURIES,INJURIES_D,DAMAGE_MIL,DAMAGE_DES,HOUSES_DES,HOUSES_D_1,HOUSES_DAM,HOUSES_D_2,TOTAL_DEAT,TOTAL_DE_1,TOTAL_MISS,TOTAL_MI_1,TOTAL_INJU,TOTAL_IN_1,TOTAL_DAMA,TOTAL_DA_1,TOTAL_HOUS,TOTAL_HO_1,TOTAL_HO_2,TOTAL_HO_3
2739,,1905,11,8,21,41,,30,7.800000000000000,,7.800000000000000,,,,,10,GREECE,,GREECE:  AEGEAN SEA,40.250000000000000,24.199999999999999,130,,,,,,,,,,,,,,,,,,,,,,,,
9192,Tsu,1905,11,22,,,,,,,,,,,,,VANUATU,,VANUATU:  PORT VILA,-17.699999999999999,168.300000000000011,170,,,,,,,,,,,,,,,,,,,,,,,,
9193,Tsu,1905,11,24,,,,,,,,,,,,,VANUATU,,VANUATU:  PORT VILA,-17.699999999999999,168.300000000000011,170,,,,,,,,,,,,,,,,,,,,,,,,
6245,Tsu,1905,12,8,8,22,,,6.500000000000000,,6.500000000000000,,,,,,PHILIPPINES,,PHILIPPINES:  W. LUZON ISLAND:  TUBURAN,11.000000000000000,123.500000000000000,170,,,,,,,,1,,,,,,,,,,,,1,,,,
9915,Tsu,1905,,,,,,,,,,,,,,,TUNISIA,,TUNISIA:  BIZERTE,37.299999999999997,9.900000000000000,15,,,,,,,,,,,,,,,,,,,,,,,,
2701,,1905,,,,,,,,,,,,,,8,SYRIA,,"SYRIA:  RASUM-KALE (NEAR HALAB); LEBANON:  BAYRONT",36.100000000000001,37.100000000000001,140,,,,,,,,2,,3,,3,,,,,,,,2,,3,,
2744,,1906,1,21,13,49,35,340,8.400000000000000,,8.400000000000000,,,,,,JAPAN,,JAPAN:  NEAR S COAST HONSHU,34.000000000000000,138.000000000000000,30,,,,,,,,,,,,,,,,,,,,,,,,
6899,Tsu,1906,1,31,5,24,,,,,,,,,,,VENEZUELA,,VENEZUELA:  CARACAS,10.500000000000000,-66.917000000000002,90,,,,,,,,,,,,,,,,,,,,,,,,
2748,Tsu,1906,1,31,15,35,51,25,8.600000000000000,8.600000000000000,8.600000000000000,8.199999999999999,,,,9,ECUADOR,,ECUADOR:  OFF COAST,1.000000000000000,-81.500000000000000,160,1000,3,,,,,,2,,3,,,1000,3,,,,,,3,,3,,
2753,,1906,2,3,,,,,7.700000000000000,,7.700000000000000,,,,,10,COLOMBIA,,COLOMBIA,3.500000000000000,-76.200000000000003,160,,,,,,,,,,,,,,,,,,,,,,,,
6627,Tsu,1906,2,7,,,,,,,,,,,,,ECUADOR,,COLOMBIA-ECUADOR,1.000000000000000,-81.000000000000000,160,,,,,,,,,,,,,,,,,,,,,,,,
6717,,1906,2,16,,,,,,,,,,,,8,SAINT LUCIA,,SAINT LUCIA:  CASTRIES,14.000000000000000,-61.000000000000000,90,,,,,,,,1,,,,,,,,,,,,1,,,,
7265,Tsu,1906,2,21,,,,,,,,,,,,,COLOMBIA,,COLOMBIA: BUENAVENTURA,3.900000000000000,-77.033000000000001,160,,,,,,,,,,,,,,,,,,,,,,,,
2757,,1906,3,1,17,45,,15,6.500000000000000,,,,,,6.500000000000000,10,ALBANIA,,ALBANIA:   ELBASAN,41.100000000000001,20.000000000000000,130,,,,,,,,3,,,,,,,,,,,,,,,,
8110,,1906,3,28,,,,,6.500000000000000,,6.500000000000000,,,,,8,CHINA,,CHINA:  FUJIAN PROVINCE,24.500000000000000,118.500000000000000,30,,3,,,,2,,2,,2,,,,3,,,,3,,2,,2,,
2764,,1906,4,10,21,22,,60,7.500000000000000,,,,,,7.500000000000000,,MEXICO,,MEXICO:  REVILLA GIGEDO ISLANDS,19.000000000000000,-113.799999999999997,150,,,,,,,,,,,,,,,,,,,,,,,,
2766,,1906,4,13,19,18,,,6.500000000000000,,6.500000000000000,,,,,,TAIWAN,,TAIWAN:  JIAYI,23.399999999999999,120.400000000000006,30,15,1,,,84,2,,3,1794,4,,,15,1,,,84,2,,3,1794,4,,
2768,Tsu,1906,4,18,13,12,21,20,7.900000000000000,7.900000000000000,7.800000000000000,,,,8.300000000000001,11,USA,CA,CALIFORNIA:  SAN FRANCISCO,37.670000000000002,-122.480000000000004,150,700,3,,,,,400.000000000000000,4,28188,4,,,,,,,,,,,,,,
6617,Tsu,1906,5,7,,,,33,,,,,,,,,CHILE,,"CHILE:  ARICA; PERU: TACNA",-18.500000000000000,-70.299999999999997,160,,,,,,,,,,,,,,,,,,,,,,,,
2772,,1906,7,11,,,,,7.700000000000000,,7.700000000000000,,,,,9,COLOMBIA,,COLOMBIA,4.600000000000000,-74.000000000000000,160,,,,,,,,,,,,,,,,,,,,,,,,
2773,,1906,7,14,10,27,,,7.700000000000000,,7.700000000000000,,,,,9,COLOMBIA,,COLOMBIA,4.600000000000000,-74.000000000000000,160,,,,,,,,,,,,,,,,,,,,,,,,
2777,,1906,8,17,0,10,42,25,7.800000000000000,,7.800000000000000,,,,8.300000000000001,,USA,AK,ALASKA:  ALEUTIAN ISLANDS:  RAT ISLANDS,51.049999999999997,179.689999999999998,150,,,,,,,,,,,,,,,,,,,,,,,,
2779,Tsu,1906,8,17,0,40,,25,8.199999999999999,8.199999999999999,8.400000000000000,,,,,11,CHILE,,CHILE:  SOUTH CENTRAL,-33.000000000000000,-72.000000000000000,160,4000,4,,,,,100.000000000000000,4,,,,,4000,4,,,,,100.000000000000000,4,,,,
2782,Tsu,1906,9,14,16,4,18,33,8.000000000000000,8.000000000000000,7.500000000000000,7.800000000000000,,,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  NEW BRITAIN,-7.000000000000000,149.000000000000000,170,,2,,,,,,3,,3,,,,2,,,,,,3,,3,,
2783,,1906,9,17,10,,,,,,,,,,,12,ITALY,,ITALY:  SICILY,38.000000000000000,13.699999999999999,130,,,,,,,,,,,,,,,,,,,,,,,,
2787,Tsu,1906,10,2,1,50,,,7.200000000000000,7.200000000000000,7.200000000000000,,,,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  BISMARCK SEA,-4.000000000000000,149.000000000000000,170,,,,,,,,1,,,,,,,,,,,,1,,,,
2788,,1906,11,19,7,18,,,7.800000000000000,,,,,,7.800000000000000,,AUSTRALIA,,AUSTRALIA:  WEST COAST,-22.000000000000000,109.000000000000000,170,,,,,,,,,,,,,,,,,,,,,,,,
2789,Tsu,1906,11,20,21,0,,,5.000000000000000,,,,,5.000000000000000,,8,GHANA,,"GHANA:  HO, AKPAFU, PALIME, MISA, ACCRA; TOGO",6.500000000000000,0.300000000000000,10,,,,,,,,2,,3,,,,,,,,,,2,,3,,
2790,,1906,12,3,22,59,,100,7.900000000000000,,7.900000000000000,,,,,,MARTINIQUE,,MARTINIQUE,15.000000000000000,-61.000000000000000,90,,,,,,,,,,,,,,,,,,,,,,,,
2796,,1906,12,23,17,22,,,7.600000000000000,,,,,,7.600000000000000,,USA,AK,ALASKA:  ALEUTIAN ISLANDS,56.850000000000001,-153.900000000000006,150,,,,,,,,,,,,,,,,,,,,,,,,
2798,Tsu,1906,12,26,6,53,28,33,7.900000000000000,,7.900000000000000,,,,,,PERU,,PERU:  OFF SOUTH COAST,-18.000000000000000,-71.000000000000000,160,,,,,,,,,,,,,,,,,,,,,,,,
2800,Tsu,1907,1,4,5,19,12,50,7.800000000000000,,7.800000000000000,,,,,,INDONESIA,,"INDONESIA:  NW SUMATRA:  GUNUNGSITOLi, BARUS",2.000000000000000,94.500000000000000,170,,,,,,,,3,,3,,3,400,3,,,,,,3,,3,,
2801,Tsu,1907,1,14,21,36,,,6.500000000000000,,,,,,6.500000000000000,,JAMAICA,,JAMAICA:  KINGSTON,18.199999999999999,-76.799999999999997,90,1000,3,,,,,30.000000000000000,4,,3,,,1000,3,,,,,30.000000000000000,4,,3,,
2802,,1907,2,21,1,,,,,,,,,,,12,ITALY,,ITALY:  SICILY,38.000000000000000,13.699999999999999,130,,,,,,,,,,,,,,,,,,,,,,,,
2803,,1907,2,23,20,17,,90,7.600000000000000,,,,,,7.600000000000000,,PERU,,PERU,-13.199999999999999,-75.400000000000006,160,,,,,,,,,,,,,,,,,,,,,,,,
6246,Tsu,1907,3,29,20,46,30,500,7.300000000000000,,7.300000000000000,,,,,,INDONESIA,,INDONESIA:  TALAUD ISLANDS:  KARAKELONG ISLAND,3.000000000000000,122.000000000000000,170,,,,,,,,,,,,,,,,,,,,,,,,
2804,Tsu,1907,4,15,6,8,6,60,8.300000000000001,,8.300000000000001,,,,,,MEXICO,,MEXICO:  GUERRERO,17.000000000000000,-100.000000000000000,150,8,1,,,,,,2,,3,,,8,1,,,,,,2,,3,,
2807,,1907,4,18,20,59,48,,7.600000000000000,,7.600000000000000,,,,,9,PHILIPPINES,,PHILIPPINES:  SE LUZON:  CAMARINES,14.000000000000000,123.000000000000000,170,2,1,,,,1,,3,,,,,2,1,,,,1,,3,,,,
7866,,1907,4,18,23,52,4,,7.400000000000000,,7.400000000000000,,,,,7,PHILIPPINES,,PHILIPPINES:  SE LUZON:  CAMARINES,13.500000000000000,123.000000000000000,170,,,,,,,,1,,,,,,,,,,,,1,,,,
2808,,1907,5,4,6,51,,60,7.700000000000000,,,,,,7.700000000000000,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  NEW BRITAIN,-7.500000000000000,153.699999999999989,170,,,,,,,,,,,,,,,,,,,,,,,,
2811,,1907,5,25,15,32,,,,,,,,,,8,PHILIPPINES,,"PHILIPPINES:  N LUZON:  TUGUEGARAO,LAOAG,N ILOCOS",18.000000000000000,120.000000000000000,170,,,,,,,,2,,,,,,,,,,,,,,,,
2813,,1907,6,25,17,54,36,200,7.900000000000000,,7.900000000000000,,,,,,INDONESIA,,INDONESIA:  DJAILOLO GILOLO,1.000000000000000,127.000000000000000,170,,,,,,,,,,,,,,,,,,,,,,,,
2814,,1907,7,30,,,,,,,,,,,,8,INDONESIA,,"INDONESIA:  SULAWESI:  LEMO, COLO, ANJA, OLU CONGKO",-2.000000000000000,121.000000000000000,170,,,,,,,,2,213,3,,,,,,,,,,2,213,3,,
2815,,1907,8,16,13,,,13,6.200000000000000,,,,,,6.200000000000000,10,ALBANIA,,ALBANIA,41.100000000000001,20.100000000000001,130,,,,,,,,,,,,,,,,,,,,,,,,
2816,,1907,9,2,16,1,,,7.800000000000000,,7.800000000000000,7.300000000000000,,,,,USA,AK,ALASKA:  ALEUTIAN ISLANDS,52.590000000000003,-169.729999999999990,150,,,,,,,,,,,,,,,,,,,,,,,,
8053,Tsu,1907,9,24,12,59,,,5.500000000000000,,5.500000000000000,,,,,5,USA,AK,ALASKA:  SKAGWAY,59.500000000000000,-135.500000000000000,150,,,,,,,,,,,,,,,,,,,,,,,,
2819,,1907,10,16,14,57,,60,7.700000000000000,,,,,,7.700000000000000,,MEXICO,,MEXICO:  GULF OF CALIFORNIA,28.000000000000000,-112.500000000000000,150,,,,,,,,,,,,,,,,,,,,,,,,
2827,Tsu,1907,10,23,20,28,19,33,5.900000000000000,,5.900000000000000,,,,,10,ITALY,,ITALY:  FERRUZANO,38.133000000000003,16.016999999999999,130,158,3,,,,,,2,,3,,,158,3,,,,,,2,,3,,
2828,,1907,11,16,10,10,,150,,,,,,,,6,PERU,,PERU,-8.010000000000000,-76.790000000000006,160,,,,,,,,,,,,,,,,,,,,,,,,
2829,,1907,11,24,13,59,,,,,,,,,,9,PHILIPPINES,,PHILIPPINES:  SE LUZON:  CAMARINES,14.000000000000000,123.000000000000000,170,,,,,,,,2,,,,,,,,,,,,2,,,,
6249,Tsu,1907,12,15,17,35,,33,7.400000000000000,,7.400000000000000,,,,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  BISMARCK SEA,-3.100000000000000,142.500000000000000,170,,,,,,,,,,,,,,,,,,,,2,,3,,
10011,Tsu,1907,,,,,,,,,,,,,,,TONGA,,TONGA ISLANDS:  S OF TONGA,-21.170000000000002,-175.729999999999990,170,,,,,,,,,,,,,,,,,,,,,,,,
6250,Tsu,1908,2,6,,,,130,7.500000000000000,,7.500000000000000,,,,,,INDONESIA,,SW. SUMATRA,-2.000000000000000,100.000000000000000,170,,,,,,,,,,,,,,,,,,,,,,,,
6251,Tsu,1908,2,14,11,25,,,6.000000000000000,,6.000000000000000,,,,,,USA,AK,ALASKA:  GULF OF ALASKA,61.000000000000000,-146.199999999999989,150,,,,,,,,,,,,,,,,,,,,,,,,
2832,,1908,3,5,2,16,,,7.500000000000000,,7.500000000000000,,,,,,PHILIPPINES,,PHILIPPINES:  MINDANAO,9.000000000000000,126.000000000000000,170,,,,,,,,,,,,,,,,,,,,,,,,
7527,Tsu,1908,3,23,12,20,,,6.600000000000000,,6.600000000000000,,,,,,INDONESIA,,INDONESIA:  TIMOR,-10.000000000000000,129.000000000000000,170,,,,,,,,1,,,,,,,,,,,,1,,,,
2833,,1908,3,26,23,3,30,80,8.100000000000000,,8.100000000000000,,,,,,MEXICO,,MEXICO:  GUERRERO,18.000000000000000,-99.000000000000000,150,,,,,,,,2,,,,,,,,,,,,2,,,,
2835,,1908,3,27,3,45,30,,7.500000000000000,,7.500000000000000,,,,,,MEXICO,,MEXICO:  GUERRERO,17.000000000000000,-101.000000000000000,150,,,,,,,,,,,,,,,,,,,,,,,,
2836,,1908,5,5,6,16,,,7.500000000000000,,7.500000000000000,,,,,,INDONESIA,,INDONESIA:  CELEBES SEA,3.000000000000000,123.000000000000000,170,,,,,,,,,,,,,,,,,,,,,,,,
6252,Tsu,1908,9,21,6,31,,33,6.800000000000000,,6.800000000000000,,,,,,USA,HI,HAWAII,19.000000000000000,-155.000000000000000,150,,,,,,,,,,,,,,,,,,,,,,,,
2840,,1908,11,6,7,9,30,40,7.600000000000000,,7.600000000000000,,,,,,RUSSIA,,RUSSIA:  KURIL ISLANDS,45.000000000000000,150.000000000000000,50,,,,,,,,,,,,,,,,,,,,,,,,
2844,Tsu,1908,12,12,12,8,,33,8.199999999999999,,8.199999999999999,,,,,,PERU,,PERU:  OFF COAST,-14.000000000000000,-78.000000000000000,160,,,,,,,,,,,,,,,,,,,,,,,,
2846,Tsu,1908,12,28,4,20,27,40,7.000000000000000,7.000000000000000,7.200000000000000,,,,,11,ITALY,,"ITALY:  MESSINA, SICILY, CALABRIA",38.170000000000002,15.580000000000000,130,78000,4,,,,,116.000000000000000,4,,4,,,80000,4,,,,,116.000000000000000,4,,4,,
2849,,1909,1,19,4,56,,,5.800000000000000,,,,,,5.800000000000000,9,TURKEY,,"TURKEY:  FOCA,MENEMEN,GUZELHISAR",38.600000000000001,26.899999999999999,140,8,1,,,,,,3,,,,,,,,,,,,,,,,
2853,,1909,1,29,,,,,,,,,,,,,MOROCCO,,"MOROCCO:  TETUAN (TETOUAN),ROMARS",35.600000000000001,-5.400000000000000,15,100,2,,,,,,3,,,,,100,2,,,,,,3,,,,
2854,,1909,2,9,11,24,,,6.300000000000000,,,,,,6.300000000000000,9,TURKEY,,"TURKEY:  ZARA,IPSALA,KOYULHISAR,ENDERS",40.200000000000003,37.799999999999997,140,,3,,,,,,3,,,,,,,,,,,,,,,,
2856,,1909,2,22,9,21,42,550,7.800000000000000,,7.800000000000000,,,,,,FIJI,,FIJI ISLANDS,-18.000000000000000,-179.000000000000000,170,,,,,,,,,,,,,,,,,,,,,,,,
6253,Tsu,1909,3,12,23,19,,,6.700000000000000,,6.700000000000000,,,,,,JAPAN,,JAPAN:  CHOSHI,34.500000000000000,141.500000000000000,30,,,,,,,,1,,,,,,,,,,,,1,,,,
2857,Tsu,1909,3,13,14,29,,80,7.500000000000000,,7.500000000000000,,,,,,JAPAN,,JAPAN:  YOKOHAMA,34.500000000000000,141.500000000000000,30,,,,,,,,1,,,,,,,,,,,,1,,,,
2858,,1909,3,18,16,30,,,,,,,,,,8,PHILIPPINES,,PHILIPPINES:  MINDANAO:  E,8.000000000000000,127.000000000000000,170,,,,,,,,2,,,,,,,,,,,,,,,,
2859,,1909,3,23,3,,,,,,,,,,,12,ITALY,,ITALY:  N,44.500000000000000,10.500000000000000,130,,,,,,,,,,,,,,,,,,,,,,,,
2860,,1909,4,10,19,36,,,7.800000000000000,,7.800000000000000,,,,,,USA,AK,ALASKA:  ALEUTIAN ISLANDS,52.000000000000000,175.000000000000000,150,,,,,,,,,,,,,,,,,,,,,,,,
2861,,1909,4,14,19,53,42,,7.300000000000000,,7.300000000000000,,,,,,TAIWAN,,TAIWAN:  TAIPEI,25.000000000000000,121.500000000000000,30,9,1,,,51,2,,1,122,3,,,9,1,,,51,2,,1,122,3,,
2864,,1909,4,23,17,39,36,,6.600000000000000,,6.600000000000000,,,,,10,PORTUGAL,,"PORTUGAL:  RIBATEJO, BENAVENTE",38.899999999999999,-8.800000000000001,130,30,1,,,,,,2,,2,,2,30,1,,,,,,2,,2,,
8158,,1909,4,26,,,,,,,,,,,,,CAMEROON,,CAMEROON:  BUEA,4.200000000000000,9.199999999999999,10,,,,,,,,1,,,,,,,,,,,,,,,,
2868,Tsu,1909,6,3,18,40,48,40,7.600000000000000,,7.600000000000000,,,,,,INDONESIA,,"INDONESIA:  SW SUMATRA:  KERINTJI, REDJANGLEBONG",-2.000000000000000,101.000000000000000,170,,3,,,,,,3,,3,,3,,3,,,,,,3,,3,,
2870,,1909,6,7,8,25,,,,,,,,,,12,ITALY,,ITALY:  CENTRAL,43.200000000000003,11.500000000000000,130,,,,,,,,,,,,,,,,,,,,,,,,
2871,Tsu,1909,6,8,5,46,30,,7.600000000000000,,7.600000000000000,,,,,,CHILE,,CHILE,-26.500000000000000,-70.500000000000000,160,,,,,,,,,,,,,,,,,,,,,,,,
2867,,1909,6,11,21,6,,,6.200000000000000,,6.200000000000000,,,,,10,FRANCE,,"FRANCE:  VERNEGUES,CHARLEVAL,LA ROQUE D'ANTHERON",43.700000000000003,5.400000000000000,120,40,1,,,,,,2,,,,,,,,,,,,,,,,
9332,Tsu,1909,7,8,,,,,,,,,,,,,VANUATU,,VANUATU ISLANDS:  ESPIRITU SANTO,-15.500000000000000,167.199999999999989,170,,,,,,,,2,,3,,3,,,,,,,,2,,3,,
2881,,1909,7,15,0,28,,4,5.700000000000000,,,,,,5.700000000000000,10,GREECE,,GREECE:  CHAVARI (ELIS),37.899999999999999,21.500000000000000,130,,1,,,,,,,,,,,,,,,,,,,,,,
2884,Tsu,1909,7,30,10,51,54,,7.800000000000000,,7.800000000000000,,,,,,MEXICO,,MEXICO:  ACAPULCO,16.800000000000001,-99.799999999999997,150,,,,,,,,3,,3,,,,,,,,,,3,,3,,
2886,Tsu,1909,8,14,6,30,,33,6.900000000000000,,6.900000000000000,,,,,,JAPAN,,JAPAN:  OOMI,35.399999999999999,136.300000000000011,30,41,1,,,,,,3,976,3,,,41,1,,,,,,3,976,3,,
2888,,1909,8,24,22,32,,,,,,,,,,12,ITALY,,ITALY:  CENTRAL,43.200000000000003,11.500000000000000,130,,,,,,,,,,,,,,,,,,,,,,,,
2890,,1909,10,21,16,27,,5,,,,,,,,12,ITALY,,ITALY:  SICILY,37.700000000000003,15.199999999999999,130,,,,,,,,,,,,,,,,,,,,,,,,
2891,,1909,10,29,17,38,,,5.800000000000000,,,,,,5.800000000000000,8,TURKEY,,TURKEY:  KOGLACIK,40.299999999999997,29.600000000000001,140,,,,,,,,3,,,,,,,,,,,,,,,,
2892,,1909,10,31,10,23,,,4.700000000000000,,,,,,4.700000000000000,,MEXICO,,"MEXICO:  GUERRERO,MICHOACAN",17.000000000000000,-101.200000000000003,150,,,,,,,,3,,,,,,,,,,,,,,,,
2893,,1909,11,10,6,13,,190,7.900000000000000,,,,,,7.900000000000000,,JAPAN,,JAPAN:  KYUSHU,32.000000000000000,131.000000000000000,30,,,,,,,,,,,,,,,,,,,,,,,,
7993,,1909,11,21,7,36,,,7.300000000000000,,7.300000000000000,,,,,,TAIWAN,,TAIWAN,24.399999999999999,121.799999999999997,30,4,1,,,,,,1,14,1,,,4,1,,,,,,1,14,1,,
2895,,1909,12,9,23,23,,,7.700000000000000,,,,,,7.700000000000000,,SOLOMON ISLANDS,,SOLOMON ISLANDS,-10.000000000000000,165.000000000000000,170,,,,,,,,,,,,,,,,,,,,,,,,
2894,Tsu,1909,12,9,23,28,,100,8.000000000000000,,,,,,8.000000000000000,8,USA TERRITORY,GU,GUAM,12.500000000000000,145.000000000000000,170,,,,,,,,2,,,,,,,,,,,,2,,,,
2898,,1910,1,1,11,2,,60,7.500000000000000,,7.500000000000000,,,,,,HONDURAS,,HONDURAS,17.000000000000000,-85.000000000000000,90,,,,,,,,,,,,,,,,,,,,,,,,
2899,,1910,1,8,14,49,30,,6.800000000000000,,6.800000000000000,,,,,,CHINA,,CHINA:  YELLOW SEA,35.000000000000000,122.000000000000000,30,,,,,,,,2,,3,,,,,,,,,,2,,3,,
2900,,1910,2,12,18,10,,350,7.400000000000000,,7.400000000000000,,,,7.600000000000000,,JAPAN,,JAPAN:  HONSHU:  S OF,33.000000000000000,138.500000000000000,30,,,,,,,,,,,,,,,,,,,,,,,,
7464,Tsu,1910,2,25,,,,,6.000000000000000,,6.000000000000000,,,,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  MATUPI HARBOR,-4.250000000000000,152.250000000000000,170,,,,,,,,,,,,,,,,,,,,,,,,
2901,,1910,4,12,0,22,13,200,7.800000000000000,,7.800000000000000,,,,,,TAIWAN,,TAIWAN,25.500000000000000,122.500000000000000,30,60,2,,,,,,1,13,1,,,60,2,,,,,,1,13,1,,
2902,,1910,4,13,,,,,,,,,,,,,COSTA RICA,,COSTA RICA:  CARTAGO,9.800000000000001,-84.000000000000000,100,1750,4,,,,,,2,,,,,,,,,,,,,,,,
2904,,1910,5,4,23,50,,,,,,,,,,,COSTA RICA,,"COSTA RICA:  CARTAGO, SAN JOSE",10.000000000000000,-84.000000000000000,100,700,3,,,,,,3,,,,,,,,,,,,,,,,
2905,,1910,5,22,6,25,,60,7.500000000000000,,,,,,7.500000000000000,,JAPAN,,JAPAN:  HOKKAIDO,42.000000000000000,145.000000000000000,30,,,,,,,,,,,,,,,,,,,,,,,,
2906,,1910,6,1,5,55,,80,7.500000000000000,,,,,,7.500000000000000,,VANUATU,,VANUATU ISLANDS,-20.000000000000000,169.000000000000000,170,,,,,,,,,,,,,,,,,,,,,,,,
2908,,1910,6,7,2,5,,33,5.900000000000000,,,,,,5.900000000000000,10,ITALY,,ITALY:  CALITRI,40.899999999999999,15.400000000000000,130,,,,,,,,,,,,,,,,,,,,,,,,
2909,,1910,6,16,6,30,42,100,7.900000000000000,7.900000000000000,8.100000000000000,7.900000000000000,,,,,VANUATU,,VANUATU ISLANDS,-19.000000000000000,169.500000000000000,170,,,,,,,,,,,,,,,,,,,,,,,,
2910,,1910,6,24,13,27,,33,6.400000000000000,,6.400000000000000,,,,,11,ALGERIA,,"ALGERIA:  MASQUERAY,  KABYLIA",36.000000000000000,4.000000000000000,15,12,1,,,,,,1,,,,,12,1,,,,,,1,,,,
2912,,1910,9,24,3,,,,6.900000000000000,,,,,,6.900000000000000,9,MEXICO,,MEXICO:  OAXACA,16.800000000000001,-95.900000000000006,150,,,,,,,,2,,,,,,,,,,,,,,,,
2913,,1910,10,27,,,,,,,,,,,,,MOROCCO,,"MOROCCO:  MELILLA; CANARY I:  PENON DE LA GOMERA",35.299999999999997,-2.970000000000000,15,,,,,,,,2,,,,,,,,,,,,,,,,
9272,,1910,11,9,6,2,,70,7.900000000000000,,7.900000000000000,,,,,,VANUATU,,VANUATU ISLANDS:  ESPIRITU SANTO,-16.000000000000000,166.000000000000000,170,,,,,,,,,,,,,,,,,,,,,,,,
2914,Tsu,1910,11,10,12,19,54,90,7.200000000000000,,7.200000000000000,,,,,,VANUATU,,VANUATU ISLANDS:  ESPIRITU SANTO,-14.000000000000000,166.500000000000000,170,,,,,,,,2,,,,,,,,,,,,2,,,,
2915,,1910,11,26,4,39,,33,8.000000000000000,,8.000000000000000,,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS,-8.000000000000000,167.000000000000000,170,,,,,,,,,,,,,,,,,,,,,,,,
2917,,1910,12,16,14,45,,,7.500000000000000,,7.500000000000000,,,,,,INDONESIA,,INDONESIA:  TALAUD ISLANDS,4.500000000000000,126.000000000000000,170,,,,,,,,,,,,,,,,,,,,,,,,
6576,Tsu,1910,12,18,2,42,,,6.700000000000000,,6.700000000000000,,,,,8,INDONESIA,,INDONESIA:  SULAWESI-N. MOLUCCAS ISLANDS,4.000000000000000,127.000000000000000,170,,,,,,,,1,,,,1,,,,,,,,1,,,,1
6541,Tsu,1910,12,30,,,,60,6.200000000000000,,6.200000000000000,,,,,7,PHILIPPINES,,PHILIPPINES:  SULU SEA,9.000000000000000,125.500000000000000,170,,,,,,,,1,,,,,,,,,,,,1,,,,
8391,Tsu,1911,1,27,23,6,5,,,,,,,,,9,PHILIPPINES,,PHILIPPINES:  LUZON:  TAAL VOLCANO,14.002000000000001,120.992999999999995,170,,,,,,,,1,,1,,1,1335,4,,,199,3,,3,543,3,,1
2925,,1911,2,18,21,36,,,6.700000000000000,,6.700000000000000,,,,,10,GREECE,,GREECE-ALBANIA,41.100000000000001,20.699999999999999,130,,,,,,,,,,,,,,,,,,,,,,,,
2928,,1911,5,4,23,36,48,240,7.600000000000000,,7.600000000000000,,,,,7,RUSSIA,,RUSSIA:  NEAR KAMCHATKA,51.799999999999997,156.000000000000000,50,,,,,,,,,,,,,,,,,,,,,,,,
6254,Tsu,1911,5,8,,,,,,,,,,,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  MATUPIT ISLAND,-4.250000000000000,152.250000000000000,170,,,,,,,,,,,,,,,,,,,,,,,,
8111,,1911,5,14,,,,,5.500000000000000,,5.500000000000000,,,,,7,CHINA,,CHINA:  GUANGDONG PROVINCE,23.000000000000000,115.299999999999997,30,,,,,,,,2,,3,,,,,,,,,,2,,3,,
2932,,1911,6,7,11,2,42,11,7.900000000000000,,7.900000000000000,,,,,,MEXICO,,MEXICO:  MICHOACAN,17.500000000000000,-102.500000000000000,150,45,1,,,22,1,,,,,,,45,1,,,22,1,,,,,,
2935,Tsu,1911,6,15,14,26,,160,8.000000000000000,,8.000000000000000,,,,,,JAPAN,,JAPAN:  RYUKYU ISLANDS,28.000000000000000,130.000000000000000,30,12,1,,,,,,3,422,3,,,12,1,,,,,,3,422,3,,
2940,Tsu,1911,7,12,4,7,36,50,7.800000000000000,,7.800000000000000,,,,,10,PHILIPPINES,,"PHILIPPINES:  MINDANAO:  TALACOGON,DAVAO,BUTUAN",9.000000000000000,126.000000000000000,170,,,,,,,,3,,,,3,,,,,,,,3,,,,3
2941,,1911,7,24,,,,,5.000000000000000,,,,,,5.000000000000000,7,FRANCE,,"FRANCE:  NAY,BENEJACQ,ARAMITS,ARROS,GAN,BOSDARROS",43.200000000000003,0.200000000000000,120,,,,,,,,2,,,,,,,,,,,,,,,,
2943,,1911,8,16,22,41,18,17,7.700000000000000,7.700000000000000,7.700000000000000,,,,,,"MICRONESIA, FED. STATES OF",,"MICRONESIA, FED. STATES OF:  CAROLINE ISLANDS",7.000000000000000,137.000000000000000,170,,,,,,,,,,,,,,,,,,,,,,,,
6256,Tsu,1911,9,15,13,10,,,7.300000000000000,,7.300000000000000,,,,,,CHILE,,CHILE:  NORTHERN,-20.000000000000000,-72.000000000000000,160,,,,,,,,,,,,,,,,,,,,,,,,
